Tahun Kelahiran,Kelas Pekerjaan,fnlwgt,Pendidikan,Jenjang Pendidikan,Status,Pekerjaan,Hubungan,Etnis,sex,pendapatan,pengeluaran,hours per week,Asal Negara,jumlah_anak,income,no_income
1983,Swasta,168071,Sarjana,Sarjana,Menikah,Eksekutif Manager,Suami,1,Male,7298,0,50,United-States,0,>50K,0
1958,Swasta,146454,Diploma,Kuliah,Menikah,Sales,Suami,1,Male,5556,0,40,United-States,3,>50K,0
1963,Swasta,107438,kelas 7-8,SMP_1,Menikah,Transportasi dan Pengangkutan,Suami,2,Male,0,1651,40,United-States,0,<=50K,0
2006,Swasta,148952,Diploma,Kuliah,Belum-menikah,Layanan Lainnya,Punya Anak,1,Female,0,0,24,United-States,0,<=50K,0
1978,Swasta,247043,SMA Grad,SMA Grad,Menikah,Transportasi dan Pengangkutan,Suami,1,Male,0,0,40,United-States,2,>50K,0
1970,Pengusaha perorangan,83311,Proffesor,Doktor,Menikah,Spesialis Profesional,Suami,1,Male,0,0,30,United-States,1,>50K,0
1981,Pengusaha berbadan hukum,304906,Sarjana,Sarjana,Menikah,Sales,Suami,1,Male,0,0,45,United-States,2,>50K,0
1984,Pemerintah pusat,189610,SMA Grad,SMA Grad,Cerai,Administratif dan Kantor,Tidak dalam Keluarga,2,Female,0,0,52,United-States,1,<=50K,0
1983,Swasta,144032,SMA Grad,SMA Grad,Menikah,Eksekutif Manager,Suami,1,Male,0,0,60,United-States,0,<=50K,0
1993,Swasta,80933,SMA Grad,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,52,United-States,0,<=50K,0
1971,Swasta,98791,Diploma,Kuliah,Menikah,Dukungan Teknis,Suami,1,Male,0,0,40,United-States,2,<=50K,0
2000,Swasta,165054,Asosiasi vokasional,vokasi Grad_2,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,40,United-States,3,<=50K,0
1974,Swasta,98215,SMA Grad,SMA Grad,Cerai,Layanan Lainnya,Tidak dalam Keluarga,1,Male,0,0,40,United-States,0,<=50K,0
1958,Swasta,107196,SMA Grad,SMA Grad,Duda/Janda,Dukungan Teknis,Tidak dalam Keluarga,1,Female,0,0,18,United-States,2,<=50K,0
1999,Swasta,165622,Magister,Magister,Belum-menikah,Sales,Tidak dalam Keluarga,1,Male,0,0,55,United-States,0,<=50K,0
1976,Pengusaha perorangan,373606,Diploma,Kuliah,Cerai,Sales,Belum Menikah,1,Male,0,0,65,United-States,1,>50K,0
1959,Pengusaha perorangan,149049,SMA Grad,SMA Grad,Menikah,Sales,Suami,1,Male,0,0,40,United-States,1,<=50K,0
1973,Pengusaha perorangan,141388,SMA Grad,SMA Grad,Menikah,Pertanian dan Perikanan,Suami,1,Male,0,0,55,United-States,3,<=50K,0
1985,Pengusaha perorangan,204756,Diploma,Kuliah,Cerai,Pertanian dan Perikanan,Tidak dalam Keluarga,1,Female,0,0,20,United-States,3,<=50K,0
1982,Pemerintah daerah,445382,Sarjana,Sarjana,Rencana Cerai,Eksekutif Manager,Tidak dalam Keluarga,1,Male,0,0,45,United-States,0,>50K,0
2003,Swasta,132243,Asosiasi akademik,vokasi Grad_1,Belum-menikah,Layanan Lainnya,Punya Anak,1,Female,0,0,5,United-States,0,<=50K,0
1970,Swasta,306985,Diploma,Kuliah,Cerai,Administratif dan Kantor,Tidak dalam Keluarga,1,Female,0,0,40,United-States,1,<=50K,0
1986,Pengusaha perorangan,243484,Sarjana,Sarjana,Menikah,Administratif dan Kantor,Istri,1,Female,0,0,28,United-States,0,>50K,0
1973,Swasta,110747,SMA Grad,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,1887,40,United-States,3,>50K,0
1954,Swasta,35494,SMA Grad,SMA Grad,Menikah,Eksekutif Manager,Suami,1,Male,0,0,30,United-States,3,<=50K,0
1993,Swasta,354464,SMA Grad,SMA Grad,Menikah,Layanan Lainnya,Suami,1,Male,0,0,40,United-States,0,<=50K,0
2002,Swasta,175883,SMA Grad,SMA Grad,Belum-menikah,Administratif dan Kantor,Punya Anak,1,Female,0,0,40,United-States,0,<=50K,0
1982,Swasta,153132,Sarjana,Sarjana,Cerai,Sales,Belum Menikah,1,Male,0,0,45,United-States,2,<=50K,0
2002,Pengusaha perorangan,361280,Sarjana,Sarjana,Belum-menikah,Spesialis Profesional,Punya Anak,3,Male,0,0,20,India,0,<=50K,0
1991,Swasta,165814,SMA Grad,SMA Grad,Menikah,Layanan Lainnya,Suami,2,Male,0,0,40,United-States,1,<=50K,0
1989,Swasta,356238,Asosiasi akademik,vokasi Grad_1,Belum-menikah,Layanan Lainnya,Tidak dalam Keluarga,1,Female,0,0,80,United-States,0,>50K,0
1998,Pengusaha perorangan,86646,Diploma,Kuliah,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,45,United-States,2,<=50K,0
1994,Swasta,185177,Sarjana,Sarjana,Menikah,Eksekutif Manager,Suami,1,Male,0,0,43,United-States,3,<=50K,0
1977,Swasta,32509,Diploma,Kuliah,Cerai,Layanan Lainnya,Belum Menikah,1,Female,0,0,40,United-States,3,<=50K,0
1995,Pemerintah daerah,251854,SMA Grad,SMA Grad,Belum-menikah,Layanan Perlindungan,Tidak dalam Keluarga,2,Female,0,0,40,United-States,0,<=50K,0
2002,Swasta,117210,Diploma,Kuliah,Belum-menikah,Administratif dan Kantor,Punya Anak,1,Male,0,0,25,Greece,0,<=50K,0
1996,Swasta,148429,SMA Grad,SMA Grad,Menikah,Inspeksi dan Operasi Mesin,Suami,1,Male,0,0,40,United-States,1,<=50K,0
1988,Swasta,186415,SMA Grad,SMA Grad,Menikah,Pengelola Kebersihan,Suami,1,Male,0,0,65,United-States,2,<=50K,0
1977,Pemerintah pusat,99549,Diploma,Kuliah,Cerai,Administratif dan Kantor,Belum Menikah,2,Female,0,0,40,United-States,0,<=50K,0
2002,Pemerintah negara,255575,Asosiasi akademik,vokasi Grad_1,Belum-menikah,Spesialis Profesional,Tidak dalam Keluarga,1,Female,0,0,15,United-States,0,<=50K,0
1985,Pemerintah daerah,287031,Magister,Magister,Menikah,Spesialis Profesional,Suami,1,Male,0,0,45,United-States,2,>50K,0
2006,Swasta,243313,SMA Grad,SMA Grad,Belum-menikah,Sales,Punya Anak,1,Female,0,0,40,United-States,0,<=50K,0
1983,Pemerintah daerah,248406,SMA Grad,SMA Grad,Rencana Cerai,Transportasi dan Pengangkutan,Punya Anak,1,Male,0,0,40,United-States,3,<=50K,0
1987,Swasta,385452,kelas 10,SMA_1,Cerai,Pekerjaan Kerajinan,Belum Menikah,1,Female,0,0,40,United-States,0,<=50K,0
1995,Swasta,107160,SMA Grad,SMA Grad,Belum-menikah,Layanan Lainnya,Tidak dalam Keluarga,1,Male,0,0,40,United-States,0,<=50K,0
2003,Swasta,305466,Diploma,Kuliah,Belum-menikah,Layanan Lainnya,Punya Anak,1,Male,0,0,70,United-States,0,<=50K,0
1976,Pemerintah pusat,247043,SMA Grad,SMA Grad,Cerai,Administratif dan Kantor,Tidak dalam Keluarga,1,Male,0,0,40,United-States,0,<=50K,0
1975,Swasta,360491,SMA Grad,SMA Grad,Duda/Janda,Administratif dan Kantor,Belum Menikah,1,Female,0,0,40,United-States,1,<=50K,0
1990,Swasta,179378,SMA Grad,SMA Grad,Menikah,Eksekutif Manager,Istri,2,Female,0,0,40,United-States,0,<=50K,0
1985,Swasta,237943,SMA Grad,SMA Grad,Cerai,Inspeksi dan Operasi Mesin,Belum Menikah,1,Male,0,1726,40,United-States,1,<=50K,0
1988,Pengusaha berbadan hukum,184456,Sarjana,Sarjana,Belum-menikah,Dukungan Teknis,Tidak dalam Keluarga,1,Male,27828,0,55,United-States,0,>50K,0
1951,Pengusaha berbadan hukum,177773,SMA Grad,SMA Grad,Menikah,Dukungan Teknis,Suami,1,Male,0,0,15,United-States,0,<=50K,0
1995,Swasta,250819,Diploma,Kuliah,Belum-menikah,Administratif dan Kantor,Tidak dalam Keluarga,1,Female,0,0,40,United-States,0,<=50K,0
1966,Pengusaha perorangan,321171,SMA Grad,SMA Grad,Menikah,Pengelola Kebersihan,Suami,1,Male,0,0,40,United-States,0,<=50K,0
1999,Swasta,232991,kelas 5-6,SD_2,Menikah,Inspeksi dan Operasi Mesin,Suami,5,Male,0,0,40,Mexico,3,<=50K,0
2005,Swasta,418176,SMA Grad,SMA Grad,Belum-menikah,Eksekutif Manager,Tidak dalam Keluarga,2,Male,0,0,32,United-States,0,<=50K,0
1978,Swasta,308334,kelas 1-4,SD_1,Duda/Janda,Layanan Lainnya,Belum Menikah,5,Female,0,0,30,Mexico,0,<=50K,0
2004,Swasta,227411,Diploma,Kuliah,Belum-menikah,Layanan Lainnya,Punya Anak,1,Female,0,0,20,United-States,0,<=50K,0
1992,Swasta,98656,Magister,Magister,Belum-menikah,Eksekutif Manager,Tidak dalam Keluarga,1,Female,0,0,40,United-States,0,<=50K,0
1982,Swasta,149909,Diploma,Kuliah,Menikah,Sales,Suami,1,Male,0,0,25,United-States,1,>50K,0
1999,Swasta,186925,Diploma,Kuliah,Belum-menikah,Layanan Lainnya,Tidak dalam Keluarga,1,Male,2597,0,48,United-States,0,<=50K,0
1986,Swasta,144860,SMA Grad,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,65,United-States,0,<=50K,0
1990,Swasta,248795,SMA Grad,SMA Grad,Belum-menikah,Inspeksi dan Operasi Mesin,Tidak dalam Keluarga,1,Female,0,0,45,United-States,0,<=50K,0
1984,Swasta,103395,Diploma,Kuliah,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,45,United-States,2,>50K,0
1977,Pengusaha perorangan,109421,Sarjana,Sarjana,Menikah,Eksekutif Manager,Suami,1,Male,0,0,50,United-States,0,<=50K,0
2002,Swasta,186452,kelas 10,SMA_1,Belum-menikah,Pekerjaan Kerajinan,Tidak dalam Keluarga,1,Male,0,0,30,United-States,0,<=50K,0
1974,Swasta,139464,Sarjana,Sarjana,Cerai,Spesialis Profesional,Belum Menikah,1,Female,0,0,36,Ireland,2,<=50K,0
1964,Swasta,56248,Diploma,Kuliah,Menikah,Sales,Suami,1,Male,0,0,40,United-States,3,<=50K,0
1978,Swasta,201699,SMA Grad,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,40,United-States,1,>50K,0
1975,Pengusaha perorangan,179048,SMA Grad,SMA Grad,Menikah,Sales,Suami,1,Male,0,0,60,Greece,3,<=50K,0
1991,Swasta,192663,SMA Grad,SMA Grad,Rencana Cerai,Sales,Tidak dalam Keluarga,1,Female,0,0,35,United-States,0,<=50K,0
2000,Swasta,441700,Sarjana,Sarjana,Belum-menikah,Dukungan Teknis,Punya Anak,1,Male,0,0,40,United-States,0,<=50K,0
1989,Swasta,124483,Sarjana,Sarjana,Belum-menikah,Sales,Tidak dalam Keluarga,3,Male,0,0,50,United-States,0,>50K,0
1995,Pengusaha perorangan,85572,kelas 11,SMA_2,Menikah,Layanan Lainnya,Istri,1,Female,0,0,5,United-States,3,<=50K,0
1976,Swasta,246891,Diploma,Kuliah,Duda/Janda,Sales,Belum Menikah,1,Male,0,0,50,United-States,2,>50K,0
1957,Pemerintah daerah,190661,Doktor,Proffesor,Belum-menikah,Spesialis Profesional,Tidak dalam Keluarga,1,Female,7896,0,50,United-States,0,>50K,0
1996,Swasta,120135,Asosiasi vokasional,vokasi Grad_2,Belum-menikah,Sales,Tidak dalam Keluarga,1,Female,0,0,40,United-States,0,<=50K,0
1989,Swasta,153535,SMA Grad,SMA Grad,Cerai,Pengelola Kebersihan,Belum Menikah,2,Female,0,0,36,United-States,2,<=50K,0
1976,Swasta,118717,Sarjana,Sarjana,Cerai,Spesialis Profesional,Tidak dalam Keluarga,2,Female,0,0,40,United-States,1,<=50K,0
1989,Swasta,63921,SMA Grad,SMA Grad,Menikah,Inspeksi dan Operasi Mesin,Suami,1,Male,0,0,40,United-States,1,<=50K,0
2003,Swasta,27162,Diploma,Kuliah,Belum-menikah,Layanan Lainnya,Punya Anak,1,Female,0,0,16,United-States,0,<=50K,0
1982,Swasta,303155,Asosiasi akademik,vokasi Grad_1,Cerai,Administratif dan Kantor,Tidak dalam Keluarga,1,Male,0,0,40,United-States,1,<=50K,0
1985,Swasta,237943,Sarjana,Sarjana,Menikah,Eksekutif Manager,Suami,1,Male,99999,0,70,United-States,2,>50K,0
2001,Swasta,300275,SMA Grad,SMA Grad,Belum-menikah,Sales,Tidak dalam Keluarga,1,Male,0,0,48,United-States,0,<=50K,0
1968,Swasta,266091,Sarjana,Sarjana,Belum-menikah,Spesialis Profesional,Tidak dalam Keluarga,1,Female,0,0,45,Mexico,0,<=50K,0
1969,Pemerintah negara,337599,Diploma,Kuliah,Cerai,Administratif dan Kantor,Tidak dalam Keluarga,1,Male,0,0,40,United-States,2,<=50K,0
1954,Swasta,262345,Diploma,Kuliah,Belum-menikah,Administratif dan Kantor,Tidak dalam Keluarga,1,Female,0,0,6,United-States,0,<=50K,0
1983,Swasta,151736,kelas 10,SMA_1,Belum-menikah,Inspeksi dan Operasi Mesin,Tidak dalam Keluarga,1,Male,0,0,40,United-States,0,<=50K,0
1991,Pemerintah negara,121245,Sarjana,Sarjana,Menikah,Spesialis Profesional,Suami,1,Male,0,0,60,United-States,2,>50K,0
1981,Pengusaha perorangan,421837,Diploma,Kuliah,Menikah,Sales,Suami,1,Male,7298,0,50,Mexico,1,>50K,0
1980,Swasta,60414,Magister,Magister,Menikah,Eksekutif Manager,Suami,1,Male,0,0,40,United-States,3,>50K,0
1993,Swasta,301637,Asosiasi vokasional,vokasi Grad_2,Belum-menikah,Pertanian dan Perikanan,Punya Anak,1,Male,0,0,40,United-States,0,<=50K,0
1983,Swasta,121287,SMA Grad,SMA Grad,Belum-menikah,Inspeksi dan Operasi Mesin,Tidak dalam Keluarga,1,Male,0,0,40,United-States,0,<=50K,0
1979,Pemerintah pusat,81487,Diploma,Kuliah,Menikah,Administratif dan Kantor,Suami,1,Male,0,0,40,Puerto-Rico,2,>50K,0
1993,Pemerintah daerah,402089,SMA Grad,SMA Grad,Cerai,Administratif dan Kantor,Belum Menikah,1,Female,0,0,40,United-States,2,<=50K,0
1998,Swasta,343506,SMA Grad,SMA Grad,Belum-menikah,Layanan Lainnya,Punya Anak,2,Female,0,0,40,United-States,0,<=50K,0
1986,Swasta,103925,SMA Grad,SMA Grad,Belum-menikah,Administratif dan Kantor,Belum Menikah,1,Female,0,0,35,United-States,0,<=50K,0
1996,Swasta,369114,SMA Grad,SMA Grad,Rencana Cerai,Sales,Kerabat,1,Female,0,0,40,United-States,3,<=50K,0
1973,Swasta,92463,SMA Grad,SMA Grad,Menikah,Administratif dan Kantor,Suami,1,Male,0,0,40,United-States,3,<=50K,0
1971,Pengusaha perorangan,175456,Diploma,Kuliah,Menikah,Pertanian dan Perikanan,Suami,1,Male,0,0,30,United-States,2,<=50K,0
1969,Swasta,234213,SMA Grad,SMA Grad,Menikah,Transportasi dan Pengangkutan,Suami,1,Male,0,0,60,United-States,3,<=50K,0
1965,Swasta,175942,SMA Grad,SMA Grad,Menikah,Transportasi dan Pengangkutan,Suami,1,Male,0,0,45,United-States,3,>50K,0
2001,Pemerintah daerah,254127,Sarjana,Sarjana,Belum-menikah,Spesialis Profesional,Kerabat,1,Female,0,0,50,United-States,0,<=50K,0
2006,Swasta,98667,kelas 11,SMA_2,Belum-menikah,Layanan Lainnya,Punya Anak,1,Female,0,0,16,United-States,0,<=50K,0
1976,Swasta,149640,Magister,Magister,Belum-menikah,Eksekutif Manager,Tidak dalam Keluarga,1,Male,0,0,40,United-States,0,<=50K,0
1988,Swasta,190350,SMA Grad,SMA Grad,Belum-menikah,Administratif dan Kantor,Tidak dalam Keluarga,2,Female,0,0,40,United-States,0,<=50K,0
1978,Swasta,164682,Asosiasi vokasional,vokasi Grad_2,Rencana Cerai,Spesialis Profesional,Tidak dalam Keluarga,1,Male,0,0,40,United-States,2,<=50K,0
1993,Swasta,184307,Diploma,Kuliah,Menikah,Eksekutif Manager,Suami,1,Male,0,0,50,Jamaica,0,>50K,0
1984,Pengusaha perorangan,167081,Magister,Magister,Menikah,Sales,Suami,1,Male,3103,0,50,United-States,0,<=50K,0
1969,Pengusaha perorangan,51499,Diploma,Kuliah,Menikah,Pertanian dan Perikanan,Suami,1,Male,0,0,72,United-States,1,<=50K,0
2003,Swasta,364685,kelas 11,SMA_2,Belum-menikah,Dukungan Teknis,Punya Anak,1,Female,0,0,35,United-States,0,<=50K,0
1965,Swasta,24384,SMA Grad,SMA Grad,Duda/Janda,Pembantu Rumah Tangga,Tidak dalam Keluarga,1,Female,0,0,40,United-States,3,<=50K,0
1995,Pengusaha perorangan,162298,Sarjana,Sarjana,Menikah,Sales,Suami,1,Male,0,0,70,United-States,3,>50K,0
1984,Pengusaha perorangan,29036,Diploma,Kuliah,Belum-menikah,Inspeksi dan Operasi Mesin,Tidak dalam Keluarga,1,Male,0,0,35,United-States,0,<=50K,0
1983,Swasta,327606,kelas 12,SMA_3,Rencana Cerai,Pekerjaan Kerajinan,Tidak dalam Keluarga,2,Male,0,0,40,United-States,1,<=50K,0
1985,Swasta,343476,SMA Grad,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,30,United-States,0,<=50K,0
1991,Swasta,319422,Diploma,Kuliah,Menikah,Transportasi dan Pengangkutan,Suami,1,Male,0,0,60,Peru,1,<=50K,0
1980,Pemerintah daerah,197919,Diploma,Kuliah,Cerai,Layanan Lainnya,Belum Menikah,1,Female,0,0,40,United-States,1,<=50K,0
1954,Swasta,216390,kelas 9,SMP_2,Menikah,Inspeksi dan Operasi Mesin,Istri,1,Female,2653,0,40,United-States,2,<=50K,0
1983,Swasta,347653,Proffesor,Doktor,Menikah,Spesialis Profesional,Suami,1,Male,0,1977,50,United-States,1,>50K,0
1968,Swasta,178353,Diploma,Kuliah,Menikah,Spesialis Profesional,Suami,1,Male,0,0,40,United-States,2,>50K,0
1949,Pengusaha perorangan,165968,Asosiasi vokasional,vokasi Grad_2,Duda/Janda,Eksekutif Manager,Tidak dalam Keluarga,1,Female,0,0,30,United-States,3,<=50K,0
1992,Swasta,137367,kelas 11,SMA_2,Belum-menikah,Pekerjaan Kerajinan,Tidak dalam Keluarga,3,Male,0,0,40,India,0,<=50K,0
1974,Swasta,168212,Doktor,Proffesor,Menikah,Spesialis Profesional,Suami,1,Male,0,1902,65,United-States,2,>50K,0
1967,Pengusaha perorangan,73309,SMA Grad,SMA Grad,Duda/Janda,Pekerjaan Kerajinan,Tidak dalam Keluarga,1,Male,0,0,55,United-States,2,>50K,0
1983,Swasta,265266,Asosiasi akademik,vokasi Grad_1,Menikah,Dukungan Teknis,Suami,1,Male,0,0,40,United-States,1,<=50K,0
2002,Swasta,168187,Diploma,Kuliah,Belum-menikah,Layanan Lainnya,Belum Menikah,1,Female,0,0,50,United-States,0,<=50K,0
1975,Pemerintah daerah,31267,Sarjana,Sarjana,Menikah,Spesialis Profesional,Suami,1,Male,0,0,50,United-States,0,<=50K,0
2000,Swasta,201680,SMA Grad,SMA Grad,Belum-menikah,Administratif dan Kantor,Belum Menikah,1,Male,0,0,60,United-States,0,<=50K,0
1971,Swasta,193720,Diploma,Kuliah,Menikah,Eksekutif Manager,Suami,1,Male,0,1977,40,United-States,2,>50K,0
1975,Pemerintah daerah,194895,Diploma,Kuliah,Menikah,Pengelola Kebersihan,Suami,1,Male,7298,0,40,United-States,3,>50K,0
1983,Pengusaha perorangan,209344,SMA Grad,SMA Grad,Menikah,Sales,Kerabat,1,Female,0,0,40,Cuba,1,<=50K,0
1982,Pemerintah daerah,126319,Sarjana,Sarjana,Menikah,Spesialis Profesional,Istri,1,Female,0,0,40,United-States,3,>50K,0
2004,Swasta,159297,Diploma,Kuliah,Belum-menikah,Administratif dan Kantor,Punya Anak,3,Female,0,0,15,United-States,0,<=50K,0
1965,Swasta,126677,Diploma,Kuliah,Menikah,Eksekutif Manager,Suami,1,Male,0,0,50,United-States,1,>50K,0
1976,Swasta,107682,SMA Grad,SMA Grad,Duda/Janda,Inspeksi dan Operasi Mesin,Tidak dalam Keluarga,1,Female,0,0,10,United-States,1,<=50K,0
1970,Pemerintah daerah,163557,SMA Grad,SMA Grad,Belum-menikah,Administratif dan Kantor,Tidak dalam Keluarga,1,Female,0,0,30,United-States,0,<=50K,0
1973,Pengusaha berbadan hukum,166386,Sarjana,Sarjana,Menikah,Eksekutif Manager,Istri,3,Female,0,0,35,Taiwan,3,<=50K,0
2003,Swasta,223352,SMA Grad,SMA Grad,Belum-menikah,Layanan Lainnya,Tidak dalam Keluarga,1,Female,1055,0,30,United-States,0,<=50K,0
1989,Swasta,99357,Magister,Magister,Menikah,Spesialis Profesional,Istri,1,Female,15024,0,50,United-States,2,>50K,0
1961,Swasta,133166,Doktor,Proffesor,Menikah,Spesialis Profesional,Suami,1,Male,0,0,12,United-States,3,<=50K,0
1985,Swasta,192702,Magister,Magister,Belum-menikah,Pekerjaan Kerajinan,Tidak dalam Keluarga,1,Female,0,0,50,United-States,0,<=50K,0
1994,Swasta,310889,Diploma,Kuliah,Belum-menikah,Pengelola Kebersihan,Tidak dalam Keluarga,1,Male,0,0,55,United-States,0,<=50K,0
1976,Pengusaha perorangan,265477,Asosiasi akademik,vokasi Grad_1,Menikah,Spesialis Profesional,Suami,1,Male,0,0,40,United-States,0,<=50K,0
2006,Swasta,20057,kelas 7-8,SMP_1,Belum-menikah,Layanan Lainnya,Kerabat,3,Female,0,0,40,Philippines,0,<=50K,0
1996,Swasta,214385,Asosiasi vokasional,vokasi Grad_2,Belum-menikah,Eksekutif Manager,Punya Anak,2,Female,0,0,40,United-States,0,<=50K,0
1992,Swasta,170017,SMA Grad,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,50,United-States,2,<=50K,0
1960,Swasta,22186,Diploma,Kuliah,Duda/Janda,Dukungan Teknis,Tidak dalam Keluarga,1,Female,0,0,35,United-States,0,<=50K,0
1972,Pengusaha perorangan,313243,SMA Grad,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,55,United-States,1,>50K,0
1977,Swasta,284916,SMA Grad,SMA Grad,Menikah,Sales,Suami,1,Male,7298,0,45,United-States,3,>50K,0
1988,Swasta,184655,SMA Grad,SMA Grad,Menikah,Inspeksi dan Operasi Mesin,Suami,1,Male,0,0,48,United-States,3,<=50K,0
2001,Swasta,154921,kelas 5-6,SD_2,Belum-menikah,Inspeksi dan Operasi Mesin,Tidak dalam Keluarga,1,Male,0,0,50,United-States,0,<=50K,0
2007,Swasta,270942,SMA Grad,SMA Grad,Belum-menikah,Layanan Lainnya,Kerabat,1,Male,0,0,35,Mexico,0,<=50K,0
1987,Swasta,122265,SMA Grad,SMA Grad,Cerai,Layanan Lainnya,Tidak dalam Keluarga,3,Female,0,0,42,Mexico,1,<=50K,0
1994,Swasta,119164,Sarjana,Sarjana,Belum-menikah,Layanan Lainnya,Belum Menikah,1,Male,0,0,40,Mexico,0,<=50K,0
2004,Swasta,243878,Diploma,Kuliah,Belum-menikah,Pekerjaan Kerajinan,Punya Anak,1,Male,0,0,40,United-States,0,<=50K,0
1998,Swasta,94652,Diploma,Kuliah,Belum-menikah,Pekerjaan Kerajinan,Punya Anak,4,Male,0,0,40,United-States,0,<=50K,0
1974,Pemerintah daerah,199995,Sarjana,Sarjana,Cerai,Layanan Perlindungan,Tidak dalam Keluarga,1,Male,0,0,40,United-States,1,>50K,0
1991,Swasta,250782,SMA Grad,SMA Grad,Menikah,Inspeksi dan Operasi Mesin,Suami,1,Male,0,0,48,United-States,3,<=50K,0
1988,Swasta,152307,SMA Grad,SMA Grad,Menikah,Inspeksi dan Operasi Mesin,Suami,1,Male,0,0,40,United-States,2,<=50K,0
1995,Swasta,108775,SMA Grad,SMA Grad,Menikah,Inspeksi dan Operasi Mesin,Suami,1,Male,0,0,40,Dominican-Republic,1,<=50K,0
1994,Swasta,173005,SMA Grad,SMA Grad,Menikah,Administratif dan Kantor,Suami,1,Male,0,0,44,United-States,1,<=50K,0
1987,Swasta,131463,kelas 10,SMA_1,Cerai,Layanan Lainnya,Belum Menikah,1,Female,0,0,33,United-States,2,<=50K,0
1999,Swasta,60358,Sarjana,Sarjana,Belum-menikah,Eksekutif Manager,Punya Anak,1,Male,0,0,40,United-States,0,<=50K,0
1969,Swasta,181220,SMA Grad,SMA Grad,Menikah,Eksekutif Manager,Suami,1,Male,0,0,50,United-States,0,<=50K,0
1963,Swasta,128230,SMA Grad,SMA Grad,Menikah,Spesialis Profesional,Suami,1,Male,0,0,30,United-States,3,<=50K,0
1994,Swasta,149118,SMA Grad,SMA Grad,Cerai,Pekerjaan Kerajinan,Tidak dalam Keluarga,1,Female,0,0,40,United-States,3,<=50K,0
1960,Pengusaha perorangan,30664,Asosiasi vokasional,vokasi Grad_2,Menikah,Pertanian dan Perikanan,Suami,1,Male,0,0,30,United-States,3,<=50K,0
1982,Swasta,288154,Diploma,Kuliah,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,89,United-States,2,>50K,0
1982,Pemerintah daerah,569930,Sarjana,Sarjana,Menikah,Administratif dan Kantor,Suami,1,Male,0,0,45,United-States,2,>50K,0
1979,Swasta,166107,Magister,Magister,Belum-menikah,Administratif dan Kantor,Tidak dalam Keluarga,3,Female,0,0,40,Philippines,0,<=50K,0
1977,Swasta,365516,Magister,Magister,Cerai,Spesialis Profesional,Belum Menikah,1,Female,0,0,40,United-States,2,<=50K,0
1982,Swasta,27444,Diploma,Kuliah,LDM,Spesialis Profesional,Tidak dalam Keluarga,1,Male,0,0,40,United-States,3,>50K,0
1968,Pemerintah negara,93415,SMA Grad,SMA Grad,Duda/Janda,Administratif dan Kantor,Belum Menikah,3,Female,0,0,40,United-States,3,<=50K,0
1958,Pengusaha perorangan,28061,kelas 7-8,SMP_1,Duda/Janda,Pertanian dan Perikanan,Belum Menikah,1,Male,0,0,50,United-States,0,<=50K,0
1986,Swasta,179488,Asosiasi akademik,vokasi Grad_1,Cerai,Pekerjaan Kerajinan,Tidak dalam Keluarga,1,Male,0,0,40,United-States,1,<=50K,0
2001,Swasta,146399,Sarjana,Sarjana,Belum-menikah,Pekerjaan Kerajinan,Tidak dalam Keluarga,1,Male,0,0,55,United-States,0,<=50K,0
1962,Swasta,197514,SMA Grad,SMA Grad,Menikah,Sales,Istri,1,Female,0,0,16,United-States,1,<=50K,0
1990,Swasta,207668,Diploma,Kuliah,Menikah,Pengelola Kebersihan,Suami,1,Male,0,1887,40,United-States,1,>50K,0
1998,Swasta,253841,SMA Grad,SMA Grad,Belum-menikah,Pengelola Kebersihan,Tidak dalam Keluarga,1,Male,0,0,45,United-States,0,<=50K,0
1984,Swasta,197919,Asosiasi akademik,vokasi Grad_1,Cerai,Sales,Belum Menikah,1,Female,0,0,40,United-States,3,<=50K,0
1999,Swasta,306666,Diploma,Kuliah,Menikah,Sales,Suami,2,Male,0,0,45,United-States,1,<=50K,0
1951,Swasta,131982,Sarjana,Sarjana,Menikah,Sales,Suami,3,Male,0,0,5,Vietnam,3,<=50K,0
1980,Swasta,109339,kelas 11,SMA_2,Cerai,Inspeksi dan Operasi Mesin,Belum Menikah,5,Female,0,0,46,Puerto-Rico,0,<=50K,0
1984,Swasta,141537,kelas 10,SMA_1,Cerai,Inspeksi dan Operasi Mesin,Tidak dalam Keluarga,2,Female,0,0,40,United-States,2,<=50K,0
1990,Swasta,271933,Magister,Magister,Belum-menikah,Eksekutif Manager,Belum Menikah,1,Female,0,0,50,United-States,0,<=50K,0
1995,Pengusaha perorangan,33798,SMA Grad,SMA Grad,Menikah,Transportasi dan Pengangkutan,Suami,1,Male,0,0,45,United-States,2,<=50K,0
