Tahun Kelahiran,Kelas Pekerjaan,fnlwgt,Pendidikan,Status,Pekerjaan,Hubungan,Etnis,sex,pendapatan,pengeluaran,hours per week,Asal Negara,jumlah_anak,income,no_income,in_relationship,income_monthly,Kelas Penghasilan,Age
1997,Swasta,91501,SMA Grad,Menikah,Dukungan Teknis,Istri,1,Female,0,0,40,United-States,1.0,0,0,1,0,Low,27
1976,Sektor Pemerintah,96854,Diploma,Belum-menikah,Administratif dan Kantor,Tidak dalam Keluarga,1,Male,0,0,30,United-States,0.0,0,0,0,0,Low,48
1990,Swasta,117963,Sarjana,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,40,United-States,3.0,1,0,1,0,Low,34
1974,Swasta,38795,Sarjana,Menikah,Spesialis Profesional,Suami,1,Male,0,0,50,United-States,3.0,0,0,1,0,Low,50
1999,Pengusaha berbadan hukum,160261,Sarjana,Belum-menikah,Eksekutif Manager,Punya Anak,3,Male,0,0,35,Taiwan,1.0,0,0,0,0,Low,25
1980,Swasta,195488,SMA,Belum-menikah,Spesialis Profesional,Tidak dalam Keluarga,1,Female,0,0,36,Puerto-Rico,3.0,0,0,0,0,Low,44
2001,Swasta,212619,SMA Grad,Menikah,Inspeksi dan Operasi Mesin,Suami,1,Male,0,0,50,United-States,0.0,0,0,1,0,Low,23
2005,Sektor Pemerintah,156294,Diploma,Belum-menikah,Spesialis Profesional,Punya Anak,1,Male,0,0,25,United-States,1.0,0,0,0,0,Low,19
2004,Swasta,225395,SMP,Belum-menikah,Inspeksi dan Operasi Mesin,Kerabat,1,Female,0,0,60,Mexico,0.0,0,0,0,0,Low,20
1978,Swasta,248059,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,3464,0,40,United-States,3.0,0,0,1,13856,Low,46
1962,Pengusaha perorangan,39610,Diploma,Menikah,Pertanian dan Perikanan,Suami,1,Male,0,0,80,United-States,1.0,0,0,1,0,Low,62
1971,Swasta,304504,Diploma,Menikah,Transportasi dan Pengangkutan,Suami,1,Male,0,1887,45,United-States,1.0,1,0,1,0,Low,53
1999,Swasta,132661,Asosiasi vokasional,Belum-menikah,Administratif dan Kantor,Punya Anak,1,Female,0,0,60,United-States,1.0,0,0,0,0,Low,25
1988,Swasta,461337,Diploma,Menikah,Administratif dan Kantor,Istri,1,Female,0,0,40,United-States,0.0,0,0,1,0,Low,36
2001,Swasta,695136,SMA Grad,Belum-menikah,Pengelola Kebersihan,Tidak dalam Keluarga,1,Male,0,0,30,United-States,0.0,0,0,0,0,Low,23
2004,Swasta,204226,SMA,Belum-menikah,Layanan Lainnya,Punya Anak,1,Female,0,0,40,United-States,1.0,0,0,0,0,Low,20
2006,Swasta,280603,SMA,Belum-menikah,Sales,Punya Anak,1,Female,0,0,30,United-States,1.0,0,0,0,0,Low,18
1978,Swasta,102308,SMA Grad,Menikah,Pengelola Kebersihan,Suami,1,Male,0,0,56,United-States,3.0,1,0,1,0,Low,46
1966,Swasta,172333,SMA Grad,Menikah,Sales,Suami,1,Male,7688,0,40,United-States,0.0,1,0,1,30752,Low,58
2003,Swasta,253190,Diploma,Belum-menikah,Spesialis Profesional,Punya Anak,1,Male,0,0,48,United-States,1.0,0,0,0,0,Low,21
1999,Swasta,137367,Sarjana,Belum-menikah,Sales,Belum Menikah,3,Male,0,0,44,Philippines,0.0,0,0,0,0,Low,25
1990,Swasta,143392,SMA Grad,Belum-menikah,Sales,Punya Anak,1,Female,0,0,40,United-States,1.0,0,0,0,0,Low,34
1983,Pengusaha berbadan hukum,146659,Diploma,Belum-menikah,Inspeksi dan Operasi Mesin,Tidak dalam Keluarga,1,Female,0,0,40,Honduras,3.0,0,0,0,0,Low,41
1981,Sektor Pemerintah,424094,Doktor,Belum-menikah,Spesialis Profesional,Tidak dalam Keluarga,1,Female,0,0,40,United-States,0.0,0,0,0,0,Low,43
1964,Swasta,36077,SMP,Belum-menikah,Inspeksi dan Operasi Mesin,Tidak dalam Keluarga,1,Male,0,0,40,United-States,2.0,0,0,0,0,Low,60
2003,Swasta,149704,SMA Grad,Belum-menikah,Spesialis Profesional,Tidak dalam Keluarga,1,Female,1055,0,40,United-States,0.0,0,0,0,4220,Low,21
1997,Swasta,263552,SMA Grad,Belum-menikah,Administratif dan Kantor,Tidak dalam Keluarga,1,Male,0,0,50,United-States,0.0,0,0,0,0,Low,27
1951,Pengusaha berbadan hukum,191540,Sarjana,Menikah,Sales,Suami,1,Male,0,0,50,United-States,0.0,1,0,1,0,Low,73
2001,Swasta,133515,SMA Grad,Belum-menikah,Layanan Lainnya,Tidak dalam Keluarga,1,Female,0,0,35,United-States,0.0,0,0,0,0,Low,23
1991,Sektor Pemerintah,291494,Doktor,Menikah,Spesialis Profesional,Suami,1,Male,0,0,50,United-States,3.0,1,0,1,0,Low,33
1981,Sektor Pemerintah,199806,Sarjana,Menikah,Administratif dan Kantor,Suami,1,Male,0,0,40,United-States,1.0,1,0,1,0,Low,43
1992,Swasta,101562,Sarjana,Belum-menikah,Spesialis Profesional,Tidak dalam Keluarga,1,Female,0,0,45,United-States,0.0,0,0,0,0,Low,32
2001,Swasta,140764,Asosiasi vokasional,Belum-menikah,Layanan Lainnya,Punya Anak,1,Female,0,0,15,United-States,1.0,0,0,0,0,Low,23
1983,Swasta,336643,Diploma,Belum-menikah,Eksekutif Manager,Tidak dalam Keluarga,1,Female,0,0,80,United-States,1.0,0,0,0,0,Low,41
1976,Swasta,240231,Sarjana,Menikah,Eksekutif Manager,Suami,3,Male,0,0,40,Japan,2.0,1,0,1,0,Low,48
2006,Swasta,266287,SMA,Belum-menikah,Sales,Punya Anak,1,Female,0,0,35,United-States,1.0,0,0,0,0,Low,18
1992,Sektor Pemerintah,223267,Magister,Menikah,Spesialis Profesional,Suami,1,Male,0,0,48,United-States,0.0,0,0,1,0,Low,32
1980,Pengusaha perorangan,75065,SMA,Menikah,Eksekutif Manager,Suami,3,Male,0,0,60,Vietnam,1.0,0,0,1,0,Low,44
2002,Swasta,113175,Diploma,Belum-menikah,Spesialis Profesional,Punya Anak,1,Female,0,0,20,United-States,1.0,0,0,0,0,Low,22
1979,Swasta,140644,SMA Grad,Menikah,Inspeksi dan Operasi Mesin,Suami,1,Male,0,0,40,United-States,2.0,0,0,1,0,Low,45
1953,Pengusaha perorangan,143437,Magister,Menikah,Sales,Suami,1,Male,10605,0,40,United-States,1.0,1,0,1,42420,Low,71
2002,Swasta,260594,SMA,Belum-menikah,Sales,Belum Menikah,1,Female,0,0,25,United-States,0.0,0,0,0,0,Low,22
1998,Swasta,206600,SMA,Belum-menikah,Layanan Lainnya,Kerabat,1,Male,0,0,30,Mexico,0.0,0,0,0,0,Low,26
1980,Pengusaha berbadan hukum,95150,Diploma,Menikah,Eksekutif Manager,Suami,1,Male,0,0,50,United-States,1.0,1,0,1,0,Low,44
2001,Swasta,224954,Diploma,Belum-menikah,Inspeksi dan Operasi Mesin,Punya Anak,1,Male,0,0,25,United-States,1.0,0,0,0,0,Low,23
1984,Swasta,226505,SMA Grad,Menikah,Administratif dan Kantor,Istri,1,Female,0,0,46,United-States,1.0,1,0,1,0,Low,40
1999,Swasta,247006,Asosiasi akademik,Menikah,Eksekutif Manager,Suami,1,Male,0,0,45,United-States,3.0,0,0,1,0,Low,25
2007,Swasta,244589,SMA,Belum-menikah,Sales,Punya Anak,1,Female,0,0,40,United-States,1.0,0,0,0,0,Low,17
2004,Swasta,180497,SMA Grad,Belum-menikah,Layanan Lainnya,Tidak dalam Keluarga,2,Female,0,0,40,United-States,0.0,0,0,0,0,Low,20
1983,Swasta,122626,SMA Grad,Belum-menikah,Pengelola Kebersihan,Belum Menikah,1,Male,0,0,48,United-States,0.0,0,0,0,0,Low,41
1994,Swasta,142977,Diploma,Belum-menikah,Pekerjaan Kerajinan,Tidak dalam Keluarga,1,Male,0,0,65,United-States,1.0,0,0,0,0,Low,30
1967,Swasta,185072,Diploma,Belum-menikah,Administratif dan Kantor,Kerabat,2,Female,0,0,40,Jamaica,0.0,0,0,0,0,Low,57
1960,Swasta,149775,Magister,Belum-menikah,Spesialis Profesional,Kerabat,1,Female,0,0,8,United-States,0.0,0,0,0,0,Low,64
1989,Swasta,52187,Diploma,Belum-menikah,Layanan Lainnya,Tidak dalam Keluarga,1,Male,0,0,30,United-States,0.0,0,0,0,0,Low,35
1994,Pengusaha perorangan,172748,SMP,Belum-menikah,Pekerjaan Kerajinan,Punya Anak,1,Male,0,0,40,United-States,1.0,0,0,0,0,Low,30
1997,Swasta,210765,Asosiasi vokasional,Belum-menikah,Pengelola Kebersihan,Tidak dalam Keluarga,1,Male,0,0,40,United-States,0.0,0,0,0,0,Low,27
1965,Swasta,31137,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,40,United-States,0.0,1,0,1,0,Low,59
1974,Sektor Pemerintah,92486,Diploma,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,40,United-States,1.0,0,0,1,0,Low,50
2004,Swasta,316702,Diploma,Belum-menikah,Spesialis Profesional,Punya Anak,1,Male,0,0,20,United-States,1.0,0,0,0,0,Low,20
1993,Swasta,279015,Magister,Menikah,Eksekutif Manager,Suami,1,Male,0,2415,70,Taiwan,0.0,1,0,1,0,Low,31
1994,Swasta,101697,Sarjana,Menikah,Spesialis Profesional,Istri,1,Female,0,0,20,United-States,1.0,0,0,1,0,Low,30
1996,Swasta,208965,SMP,Belum-menikah,Inspeksi dan Operasi Mesin,Belum Menikah,5,Male,0,0,40,Mexico,0.0,0,0,0,0,Low,28
2006,Swasta,444607,Diploma,Belum-menikah,Sales,Punya Anak,1,Female,0,0,25,United-States,1.0,0,0,0,0,Low,18
2001,Swasta,182812,Diploma,Belum-menikah,Layanan Lainnya,Punya Anak,1,Female,0,0,40,Dominican-Republic,1.0,0,0,0,0,Low,23
1993,Swasta,302626,Diploma,Belum-menikah,Administratif dan Kantor,Belum Menikah,1,Female,0,0,40,United-States,1.0,0,0,0,0,Low,31
1988,Swasta,111128,SMA Grad,Rencana Cerai,Pekerjaan Kerajinan,Punya Anak,1,Male,0,0,40,United-States,1.0,0,0,1,0,Low,36
1984,Swasta,404573,Diploma,Belum-menikah,Sales,Tidak dalam Keluarga,1,Female,0,0,44,United-States,0.0,0,0,0,0,Low,40
1975,Swasta,185041,SMA Grad,Menikah,Inspeksi dan Operasi Mesin,Suami,1,Male,0,0,40,United-States,0.0,0,0,1,0,Low,49
1994,Swasta,111415,Sarjana,Menikah,Eksekutif Manager,Suami,1,Male,0,0,45,United-States,0.0,1,0,1,0,Low,30
1997,Sektor Pemerintah,196386,Asosiasi akademik,Menikah,Administratif dan Kantor,Suami,1,Male,4064,0,40,El-Salvador,2.0,0,0,1,16256,Low,27
2007,Swasta,138293,SMA,Belum-menikah,Pengelola Kebersihan,Punya Anak,1,Male,0,0,15,United-States,1.0,0,0,0,0,Low,17
2000,Sektor Pemerintah,231473,Asosiasi akademik,Menikah,Administratif dan Kantor,Suami,1,Male,0,0,30,United-States,2.0,0,0,1,0,Low,24
1966,Swasta,187487,SMA Grad,Menikah,Inspeksi dan Operasi Mesin,Suami,1,Male,0,0,40,United-States,1.0,0,0,1,0,Low,58
1967,Pengusaha perorangan,225334,Proffesor,Menikah,Sales,Istri,1,Female,15024,0,35,United-States,0.0,1,0,1,60096,Low,57
2001,Swasta,278254,SMA Grad,Menikah,Inspeksi dan Operasi Mesin,Suami,2,Male,0,0,45,United-States,2.0,0,0,1,0,Low,23
1986,Swasta,26987,SMA Grad,Belum-menikah,Layanan Lainnya,Belum Menikah,1,Female,0,0,40,United-States,3.0,0,0,0,0,Low,38
1999,Swasta,197651,Diploma,Belum-menikah,Dukungan Teknis,Punya Anak,1,Female,0,0,43,United-States,1.0,0,0,0,0,Low,25
2000,Sektor Pemerintah,155818,Diploma,Menikah,Administratif dan Kantor,Istri,1,Female,0,0,44,United-States,3.0,0,0,1,0,Low,24
1980,Swasta,128676,Diploma,Belum-menikah,Administratif dan Kantor,Tidak dalam Keluarga,2,Female,0,0,40,United-States,0.0,0,0,0,0,Low,44
1997,Swasta,302406,Magister,Menikah,Spesialis Profesional,Suami,1,Male,0,0,55,United-States,3.0,0,0,1,0,Low,27
1961,Swasta,38352,SMA Grad,Belum-menikah,Administratif dan Kantor,Belum Menikah,1,Female,0,0,40,United-States,0.0,0,0,0,0,Low,63
1989,Swasta,54595,SMA,Belum-menikah,Sales,Tidak dalam Keluarga,2,Female,0,0,40,United-States,0.0,0,0,0,0,Low,35
1982,Swasta,201466,Sarjana,Menikah,Eksekutif Manager,Suami,1,Male,0,0,45,United-States,2.0,1,0,1,0,Low,42
1996,Swasta,211032,Diploma,Belum-menikah,Administratif dan Kantor,Punya Anak,1,Male,0,0,40,United-States,1.0,0,0,0,0,Low,28
1962,Swasta,153148,SMA Grad,Belum-menikah,Layanan Lainnya,Tidak dalam Keluarga,1,Female,0,0,84,United-States,1.0,0,0,0,0,Low,62
2004,Swasta,375698,Diploma,Belum-menikah,Administratif dan Kantor,Punya Anak,1,Female,0,0,15,United-States,1.0,0,0,0,0,Low,20
1992,Swasta,115989,SMA,Menikah,Layanan Lainnya,Istri,1,Female,0,0,60,United-States,1.0,0,0,1,0,Low,32
1997,Swasta,85126,SMA Grad,Belum-menikah,Inspeksi dan Operasi Mesin,Tidak dalam Keluarga,1,Female,0,0,40,United-States,0.0,0,0,0,0,Low,27
1993,Swasta,156763,SMA Grad,Menikah,Sales,Suami,1,Male,2829,0,40,United-States,3.0,0,0,1,11316,Low,31
1976,Swasta,174829,Asosiasi akademik,Menikah,Inspeksi dan Operasi Mesin,Suami,1,Male,0,0,40,United-States,3.0,0,0,1,0,Low,48
2000,Swasta,133520,Diploma,Belum-menikah,Sales,Punya Anak,1,Female,0,0,15,United-States,1.0,0,0,0,0,Low,24
1998,Swasta,76491,Magister,Menikah,Spesialis Profesional,Suami,1,Male,0,0,20,United-States,0.0,0,0,1,0,Low,26
1983,Swasta,143003,Asosiasi vokasional,Menikah,Layanan Lainnya,Suami,3,Male,7298,0,60,India,3.0,1,0,1,29192,Low,41
1996,Swasta,295163,SMA,Belum-menikah,Pertanian dan Perikanan,Tidak dalam Keluarga,1,Male,0,0,40,United-States,3.0,0,0,0,0,Low,28
2001,Swasta,203003,SMP,Belum-menikah,Pekerjaan Kerajinan,Tidak dalam Keluarga,1,Male,0,0,25,Germany,0.0,0,0,0,0,Low,23
1979,Swasta,340341,Diploma,Belum-menikah,Administratif dan Kantor,Belum Menikah,1,Female,0,0,40,United-States,2.0,0,0,0,0,Low,45
1996,Swasta,81540,SMA Grad,Belum-menikah,Pengelola Kebersihan,Tidak dalam Keluarga,1,Male,0,0,40,United-States,0.0,0,0,0,0,Low,28
1956,Swasta,217424,SMA Grad,Menikah,Layanan Perlindungan,Suami,1,Male,0,0,24,United-States,1.0,0,0,1,0,Low,68
1995,Swasta,130620,Diploma,Menikah,Sales,Punya Anak,3,Female,0,0,26,India,2.0,0,0,1,0,Low,29
1972,Swasta,137658,SMA,Menikah,Inspeksi dan Operasi Mesin,Suami,5,Male,0,0,40,Dominican-Republic,0.0,0,0,1,0,Low,52
1985,Pengusaha perorangan,103110,Sarjana,Menikah,Spesialis Profesional,Suami,1,Male,0,0,50,United-States,3.0,0,0,1,0,Low,39
1987,Swasta,123785,SMA Grad,Belum-menikah,Layanan Lainnya,Tidak dalam Keluarga,1,Male,0,0,75,United-States,0.0,0,0,0,0,Low,37
1999,Sektor Pemerintah,406955,SMA Grad,Belum-menikah,Administratif dan Kantor,Kerabat,1,Female,0,0,40,United-States,0.0,0,0,0,0,Low,25
1995,Swasta,277788,Diploma,Menikah,Sales,Istri,1,Female,0,0,25,United-States,1.0,0,0,1,0,Low,29
1975,Sektor Pemerintah,179869,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,40,United-States,2.0,1,0,1,0,Low,49
1979,Sektor Pemerintah,206459,Magister,Menikah,Administratif dan Kantor,Suami,1,Male,0,0,35,United-States,0.0,0,0,1,0,Low,45
1971,Swasta,295520,SMP,Belum-menikah,Sales,Belum Menikah,2,Female,0,0,25,United-States,1.0,0,0,0,0,Low,53
1977,Swasta,47496,SMA Grad,Belum-menikah,Pekerjaan Kerajinan,Tidak dalam Keluarga,1,Male,0,0,42,United-States,3.0,0,0,0,0,Low,47
2004,Swasta,244406,SMA Grad,Belum-menikah,Administratif dan Kantor,Punya Anak,2,Female,0,0,40,United-States,1.0,0,0,0,0,Low,20
1967,Swasta,137658,SMA Grad,Menikah,Spesialis Profesional,Suami,5,Male,0,0,5,Columbia,3.0,0,0,1,0,Low,57
2002,Swasta,236684,Asosiasi vokasional,Belum-menikah,Layanan Lainnya,Punya Anak,2,Female,0,0,36,United-States,1.0,0,0,0,0,Low,22
1968,Sektor Pemerintah,170217,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,40,United-States,1.0,0,0,1,0,Low,56
1984,Swasta,96055,SMA Grad,Belum-menikah,Administratif dan Kantor,Belum Menikah,1,Female,0,0,45,United-States,1.0,0,0,0,0,Low,40
2000,Swasta,169624,SMA Grad,Belum-menikah,Spesialis Profesional,Belum Menikah,2,Female,0,0,37,United-States,0.0,0,0,0,0,Low,24
1972,Swasta,284329,Asosiasi vokasional,Menikah,Spesialis Profesional,Suami,1,Male,15024,0,40,United-States,3.0,1,0,1,60096,Low,52
1998,Swasta,116991,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,40,United-States,3.0,1,0,1,0,Low,26
1960,Swasta,64101,SMA,Menikah,Spesialis Profesional,Suami,1,Male,0,0,24,United-States,0.0,0,0,1,0,Low,64
1987,Pengusaha perorangan,183735,SMA Grad,Menikah,Spesialis Profesional,Suami,1,Male,3137,0,30,United-States,2.0,0,0,1,12548,Low,37
1976,Sektor Pemerintah,110457,Diploma,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,40,United-States,0.0,1,0,1,0,Low,48
2007,Swasta,365613,SMA,Belum-menikah,Layanan Lainnya,Punya Anak,1,Male,0,0,10,Canada,1.0,0,0,0,0,Low,17
1994,Swasta,213722,Diploma,Belum-menikah,Sales,Tidak dalam Keluarga,1,Male,0,0,50,United-States,0.0,1,0,0,0,Low,30
1968,Pengusaha berbadan hukum,24127,Asosiasi vokasional,Menikah,Sales,Suami,1,Male,0,0,54,United-States,1.0,1,0,1,0,Low,56
1986,Swasta,161066,SMA Grad,Belum-menikah,Pekerjaan Kerajinan,Tidak dalam Keluarga,4,Male,0,0,50,United-States,0.0,0,0,0,0,Low,38
1996,Swasta,174327,SMA Grad,Menikah,Inspeksi dan Operasi Mesin,Suami,1,Male,0,0,50,United-States,2.0,0,0,1,0,Low,28
1995,Sektor Pemerintah,409201,Diploma,Menikah,Administratif dan Kantor,Suami,1,Male,0,0,40,United-States,0.0,0,0,1,0,Low,29
2000,Swasta,237341,Diploma,Menikah,Spesialis Profesional,Istri,1,Female,0,0,40,United-States,1.0,1,0,1,0,Low,24
2003,Swasta,109952,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,40,United-States,2.0,0,0,1,0,Low,21
1988,Swasta,80743,SMA Grad,Menikah,Layanan Lainnya,Istri,3,Female,0,0,40,South,2.0,0,0,1,0,Low,36
1977,Swasta,431245,SMP,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,40,United-States,2.0,0,0,1,0,Low,47
1995,Swasta,136077,SMA Grad,Menikah,Sales,Suami,1,Male,0,0,60,United-States,0.0,1,0,1,0,Low,29
1998,Swasta,164488,Magister,Menikah,Spesialis Profesional,Suami,1,Male,0,1887,40,United-States,3.0,1,0,1,0,Low,26
2002,Swasta,239612,SMA Grad,Belum-menikah,Administratif dan Kantor,Punya Anak,1,Male,0,0,20,United-States,1.0,0,0,0,0,Low,22
1996,Swasta,211184,Diploma,Belum-menikah,Sales,Tidak dalam Keluarga,1,Female,0,0,50,United-States,0.0,0,0,0,0,Low,28
1977,Swasta,198200,Sarjana,Belum-menikah,Eksekutif Manager,Tidak dalam Keluarga,1,Male,0,0,50,United-States,0.0,0,0,0,0,Low,47
1984,Pengusaha perorangan,223881,Proffesor,Menikah,Spesialis Profesional,Suami,1,Male,99999,0,70,United-States,3.0,1,0,1,399996,Medium,40
1991,Swasta,137310,SMA Grad,Belum-menikah,Inspeksi dan Operasi Mesin,Punya Anak,1,Female,0,0,40,United-States,1.0,0,0,0,0,Low,33
1975,Sektor Pemerintah,35406,SMA Grad,Duda/Janda,Eksekutif Manager,Tidak dalam Keluarga,1,Female,0,0,20,United-States,0.0,0,0,0,0,Low,49
1995,Sektor Pemerintah,115585,Diploma,Belum-menikah,Pengelola Kebersihan,Tidak dalam Keluarga,1,Male,0,0,50,United-States,0.0,0,0,0,0,Low,29
1983,Swasta,239683,SMA,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,30,United-States,1.0,0,0,1,0,Low,41
1987,Swasta,215476,SMA Grad,Belum-menikah,Pengelola Kebersihan,Belum Menikah,2,Female,0,0,30,United-States,0.0,0,0,0,0,Low,37
1991,Swasta,36539,Sarjana,Menikah,Eksekutif Manager,Istri,1,Female,0,0,40,United-States,0.0,1,0,1,0,Low,33
1982,Swasta,96321,Diploma,Menikah,Sales,Suami,1,Male,0,0,50,United-States,3.0,1,0,1,0,Low,42
1964,Pengusaha perorangan,261119,SMA Grad,Belum-menikah,Pekerjaan Kerajinan,Belum Menikah,1,Female,0,0,40,United-States,1.0,0,0,0,0,Low,60
1988,Swasta,58337,SMA,Belum-menikah,Sales,Belum Menikah,1,Female,0,0,35,United-States,0.0,0,0,0,0,Low,36
1989,Swasta,179579,SMA Grad,Menikah,Transportasi dan Pengangkutan,Suami,1,Male,0,0,40,United-States,3.0,0,0,1,0,Low,35
1978,Swasta,218329,Diploma,Belum-menikah,Pekerjaan Kerajinan,Punya Anak,1,Male,0,0,40,United-States,1.0,0,0,0,0,Low,46
1999,Swasta,64860,Diploma,Menikah,Administratif dan Kantor,Belum Menikah,1,Female,0,0,22,United-States,3.0,0,0,1,0,Low,25
1977,Swasta,70943,SMA Grad,Menikah,Inspeksi dan Operasi Mesin,Suami,1,Male,5178,0,40,United-States,2.0,1,0,1,20712,Low,47
1996,Swasta,113870,SMA Grad,Belum-menikah,Administratif dan Kantor,Tidak dalam Keluarga,1,Male,0,0,40,United-States,0.0,0,0,0,0,Low,28
1999,Swasta,251854,Diploma,Belum-menikah,Administratif dan Kantor,Tidak dalam Keluarga,2,Female,0,0,40,Jamaica,0.0,0,0,0,0,Low,25
1968,Swasta,35373,Diploma,Belum-menikah,Layanan Lainnya,Tidak dalam Keluarga,1,Male,0,0,30,United-States,3.0,0,0,0,0,Low,56
1981,Swasta,352005,Sarjana,Menikah,Sales,Suami,1,Male,15024,0,45,United-States,1.0,1,0,1,60096,Low,43
1965,Swasta,35411,SMA Grad,Duda/Janda,Inspeksi dan Operasi Mesin,Tidak dalam Keluarga,1,Female,0,0,40,United-States,1.0,0,0,0,0,Low,59
1994,Swasta,169186,SMA Grad,Belum-menikah,Inspeksi dan Operasi Mesin,Punya Anak,1,Male,0,0,60,United-States,1.0,0,0,0,0,Low,30
2000,Swasta,293579,SMA Grad,Belum-menikah,Sales,Punya Anak,2,Female,0,0,20,United-States,1.0,0,0,0,0,Low,24
1988,Swasta,181721,SMA,Belum-menikah,Pertanian dan Perikanan,Punya Anak,2,Male,0,0,60,United-States,1.0,0,0,0,0,Low,36
1961,Swasta,187919,SMA,Menikah,Layanan Lainnya,Suami,1,Male,0,0,30,United-States,3.0,0,0,1,0,Low,63
1975,Sektor Pemerintah,185800,Magister,Belum-menikah,Spesialis Profesional,Belum Menikah,2,Female,7430,0,40,United-States,0.0,1,0,0,29720,Low,49
1986,Swasta,197077,SMA Grad,Menikah,Layanan Lainnya,Suami,1,Male,0,0,40,United-States,1.0,0,0,1,0,Low,38
1993,Swasta,98639,SMA Grad,Belum-menikah,Pekerjaan Kerajinan,Belum Menikah,1,Male,0,0,40,United-States,0.0,0,0,0,0,Low,31
1978,Swasta,389843,Sarjana,Menikah,Sales,Suami,1,Male,0,0,50,Germany,3.0,1,0,1,0,Low,46
1992,Swasta,27207,SMA,Belum-menikah,Pekerjaan Kerajinan,Tidak dalam Keluarga,1,Male,0,0,50,United-States,0.0,0,0,0,0,Low,32
2001,Swasta,125491,Diploma,Belum-menikah,Layanan Lainnya,Tidak dalam Keluarga,3,Female,0,0,35,Vietnam,0.0,0,0,0,0,Low,23
1990,Swasta,110978,Proffesor,Belum-menikah,Spesialis Profesional,Tidak dalam Keluarga,3,Female,0,0,40,United-States,0.0,0,0,0,0,Low,34
1993,Swasta,234387,SMA Grad,Belum-menikah,Eksekutif Manager,Belum Menikah,2,Female,0,0,40,United-States,1.0,0,0,0,0,Low,31
1978,Swasta,53893,Diploma,Menikah,Dukungan Teknis,Suami,1,Male,0,0,40,United-States,1.0,1,0,1,0,Low,46
2006,Swasta,165532,Diploma,Belum-menikah,Sales,Punya Anak,1,Male,0,0,15,United-States,1.0,0,0,0,0,Low,18
1993,Swasta,196791,Proffesor,Belum-menikah,Spesialis Profesional,Tidak dalam Keluarga,1,Female,0,0,45,United-States,1.0,1,0,0,0,Low,31
1961,Sektor Pemerintah,101996,Magister,Belum-menikah,Spesialis Profesional,Tidak dalam Keluarga,1,Male,0,0,40,United-States,2.0,1,0,0,0,Low,63
1998,Swasta,257910,Diploma,Belum-menikah,Layanan Lainnya,Tidak dalam Keluarga,1,Male,0,0,60,United-States,0.0,0,0,0,0,Low,26
1979,Pengusaha perorangan,49595,Diploma,Menikah,Eksekutif Manager,Suami,1,Male,0,0,80,United-States,0.0,0,0,1,0,Low,45
1965,Swasta,153484,Sarjana,Menikah,Pekerjaan Kerajinan,Suami,1,Male,15024,0,50,United-States,3.0,1,0,1,60096,Low,59
1974,Sektor Pemerintah,74660,Diploma,Belum-menikah,Spesialis Profesional,Belum Menikah,1,Male,0,0,40,United-States,3.0,0,0,0,0,Low,50
1965,Swasta,170148,Diploma,Belum-menikah,Layanan Lainnya,Belum Menikah,1,Female,0,0,32,United-States,2.0,0,0,0,0,Low,59
1988,Swasta,212433,SMA Grad,Belum-menikah,Pekerjaan Kerajinan,Punya Anak,2,Male,0,0,40,United-States,1.0,0,0,0,0,Low,36
1977,Swasta,155489,SMA Grad,Menikah,Transportasi dan Pengangkutan,Suami,1,Male,7688,0,55,United-States,2.0,1,0,1,30752,Low,47
1959,Swasta,350498,Sarjana,Menikah,Administratif dan Kantor,Suami,1,Male,10605,0,20,United-States,3.0,1,0,1,42420,Low,65
2000,Swasta,390348,SMA Grad,Belum-menikah,Transportasi dan Pengangkutan,Tidak dalam Keluarga,1,Male,0,0,40,United-States,0.0,0,0,0,0,Low,24
1976,Swasta,247685,Diploma,Belum-menikah,Pekerjaan Kerajinan,Tidak dalam Keluarga,1,Male,3325,0,40,United-States,0.0,0,0,0,13300,Low,48
1995,Swasta,237865,Magister,Belum-menikah,Transportasi dan Pengangkutan,Punya Anak,2,Male,0,0,40,United-States,1.0,0,0,0,0,Low,29
2001,Swasta,76432,Diploma,Belum-menikah,Administratif dan Kantor,Tidak dalam Keluarga,1,Female,0,0,40,United-States,0.0,0,0,0,0,Low,23
1987,Sektor Pemerintah,197284,Diploma,Belum-menikah,Administratif dan Kantor,Punya Anak,1,Male,0,0,40,United-States,1.0,0,0,0,0,Low,37
1969,Pengusaha perorangan,184425,Diploma,Menikah,Pertanian dan Perikanan,Suami,1,Male,0,0,99,United-States,0.0,1,0,1,0,Low,55
1989,Swasta,187693,SMA Grad,Belum-menikah,Inspeksi dan Operasi Mesin,Punya Anak,1,Male,0,0,40,United-States,1.0,0,0,0,0,Low,35
